Name,Compound ID,InChIKey,SMILES,logS,logP,MW
diiron(3+) ion trisulfate,A-3625,WMDBQMYVAIBBDH-IHWYPQMZSA-N,[Fe+3].[Fe+3].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O,1.041524079,,
n-hexyl-lactamide,B-2149,WMFOQBRAJBCJND-UHFFFAOYSA-M,CCCCCCNC(=O)C(C)O,-0.9487,,
(E)-anethole,A-3049,WMGRASJOZJGTSP-UHFFFAOYSA-N,COc1ccc(\C=C\C)cc1,-3.125539877,,
Anethole,E-863,WMHHXYOPEQARIN-UHFFFAOYSA-N,O(c(ccc(c1)C=CC)c1)C,-3.13,,
amifloxacin,C-2356,WMIYKQLTONQJES-UHFFFAOYSA-N,CNN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F,-3.73,,
"phosphonic acid, (trichloromethyl)-, diethyl est",B-1530,WMLPCIHUFDKWJU-UHFFFAOYSA-N,CCO[P](=O)(OCC)C(Cl)(Cl)Cl,-1.7541,,
pentachlorobenzyl alcohol,B-2470,WMMFIDNWZNCBCT-UHFFFAOYSA-N,OCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.1467,,
"benzoic acid, 4-bromo-3-nitro-",B-2234,WMNULTDOANGXRT-UHFFFAOYSA-N,OC(=O)c1ccc(Br)c(c1)[N+]([O-])=O,-2.9677,,
"7-acetamido-4-hydroxy-3-[[4-[[2-(sulphooxy)ethyl]sulphonyl]phenyl]azo]naphthalene-2-sulphonic acid, sodium salt",A-4023,WMOVHXAZOJBABW-UHFFFAOYSA-N,[Na+].[Na+].CC(=O)Nc1ccc2C(=O)C(=N/Nc3ccc(cc3)[S](=O)(=O)CCO[S]([O-])(=O)=O)\C(=Cc2c1)[S]([O-])(=O)=O,-0.3963934895,,
4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,A-1391,WMPPDTMATNBGJN-UHFFFAOYSA-N,[H+].[Cl-].CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3.225649088,,
"N-(10-benzamido-6,13-diacetamido-2,9-diethoxy-5,12-dioxa-7,14-diazapentacen-3-yl)benzamide",A-2778,WMUBNWIGNSIRDH-UHFFFAOYSA-M,CCOc1cc2N=C3C(=C4Oc5cc(NC(=O)c6ccccc6)c(OCC)cc5N=C4C(=C3Oc2cc1NC(=O)c7ccccc7)NC(C)=O)NC(C)=O,-7.86138265,,
dimethyl selenide,B-1278,WMVJWKURWRGJCI-UHFFFAOYSA-N,C[Se]C,-0.6502,,
"2,3-dihydroxypropyl 12-hydroxyoctadecanoate",A-5456,WMWBFVSTSRDWRL-UHFFFAOYSA-N,CCCCCCC(O)CCCCCCCCCCC(=O)OCC(O)CO,-3.397432456,,
potassium 4-(propan-2-yl)benzene-1-sulfonate,A-3551,WMWJCKBJUQDYLM-UHFFFAOYSA-N,[K+].CC(C)c1ccc(cc1)[S]([O-])(=O)=O,0.3208872115,,
sodium 4-amino-3-methylbenzene-1-sulfonate,A-904,WMXCDAVJEZZYLT-UHFFFAOYSA-N,[Na+].Cc1cc(ccc1N)[S]([O-])(=O)=O,-1.729501225,,
n4-[(2-phenylsulfonylamino)pyrimidin-4-yl]sulfanilamide; 2-(phenylsulfonylamino)-4-(4-sulfamoylphenylamino)pyrimidine,C-2556,WMYINDVYGQKYMI-UHFFFAOYSA-N,N[S](=O)(=O)C1=CC=C(NC2=NC(=NC=C2)N[S](=O)(=O)C3=CC=CC=C3)C=C1,-2.55,,
"2,2',3,3',5,6-hexachlorobiphenyl",B-2957,WNAHIZMDSQCWRP-UHFFFAOYSA-N,Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.6036,,
n-hexyl nicotinoate,B-2635,WNDULEJVCPEASN-UHFFFAOYSA-N,CCCCCCOC(=O)c1cccnc1,-2.6538,,
"N,2,3-trimethyl-2-(propan-2-yl)butanamide",A-3385,WNGVUZWBXZKQES-YUMQZZPRSA-N,CNC(=O)C(C)(C(C)C)C(C)C,-1.394867706,,
diphenylmethanone,A-1304,WNJSKZBEWNVKGU-UHFFFAOYSA-N,O=C(c1ccccc1)c2ccccc2,-3.882202908,,
cumene,B-3599,WNLBOWJFJNZYPN-UHFFFAOYSA-N,CC(C)c1ccccc1,-3.2924,,
"benzenamine, 4-[(4-chlorophenyl)sulfonyl]-",B-4323,WNPVAXLJVUXYFU-SREVYHEPSA-N,Nc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2,-4.1267,,
"2-ethyl-1,3-hexandiol",B-380,WNPVAXLJVUXYFU-VOTSOKGWSA-N,CCCC(O)C(CC)CO,-0.5418,,
methyl 2-(4-chlorophenylsulfonyl)acetate;  2-(4-chlorophenylsulfonyl)acetic acid methyl ester,C-571,WNQBATPBJYGENS-UHFFFAOYSA-N,COC(=O)C[S](=O)(=O)C1=CC=C(Cl)C=C1,-2.38,,
"bis(2,2,6,6-tetramethylpiperidin-4-yl) decanedioate",A-1544,WNQPPENQFWLADQ-UHFFFAOYSA-J,CC1(C)CNCC(C)(C)C1OC(=O)CCCCCCCCC(=O)OC2C(C)(C)CNCC2(C)C,-4.40774699,,
hexachlorobutadiene,B-3986,WNTGYJSOUMFZEP-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.9111,,
1-butoxypropan-2-ol,A-3488,WNVYCMIJBVIKSY-UHFFFAOYSA-N,CCCCOCC(C)O,-0.4052379668,,
isopropyl (1-(4-nitro)phenylsulfonyl) cyclohepta,B-3534,WNWHHMBRJJOGFJ-UHFFFAOYSA-N,CC(C)OC(=O)C1(CCCCCC1)[S](=O)(=O)c2ccc(cc2)[N+]([O-])=O,-5.0706,,
(2R)-2-(2-chlorophenyl)-2-hydroxyacetic acid,A-3316,WNXJIVFYUVYPPR-UHFFFAOYSA-N,O[C@@H](C(O)=O)c1ccccc1Cl,-0.4390279005,,
6-fluoro-4-oxo-7-piperazin-1-yl-1-propylquinoline-3-carboxylic acid,F-813,WNYADZVDBIBLJJ-UHFFFAOYSA-N,CCCN1C=C(C(=O)O)C(=O)C2=C1C=C(N1CCNCC1)C(F)=C2,-3.57,,
"1,4-bis(2-ethylhexyl) benzene-1,4-dicarboxylate",A-5560,WNYGTKAHASSKJM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(cc1)C(=O)OCC(CC)CCCC,-8.989632219,,
5-methyluracil,B-4583,WNYIBZHOMJZDKN-UHFFFAOYSA-N,CC1=CNC(=O)NC1=O,-1.5187,,
isopentyl nitrate,B-2609,WNZOPNWEGQVFCY-UHFFFAOYSA-N,CCCC(C)O[N+]([O-])=O,-2.4809,,
pyrrolidine,E-569,WNZQDUSMALZDQF-UHFFFAOYSA-N,N(CCC1)C1,1.15,,
difluoromethane,A-1497,WOAFDHWYKSOANX-UHFFFAOYSA-N,FCF,-1.437441792,,
hydrogen sulfide,A-2482,WOCGGVRGNIEDSZ-UHFFFAOYSA-N,S,-5.532537815,,
"purine-2,8(3h,9h)-dione, 3-methyl-",B-3313,WOCXQMCIOTUMJV-UHFFFAOYSA-N,CN1C(=O)N=CC2=C1NC(=O)N2,-0.794,,
Dimecron,G-600,WOFDVDFSGLBFAC-UHFFFAOYSA-N,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523,,
anthranilic  acid;  2-aminobenzoic  acid,C-158,WOHYIPNWSCCKOE-UHFFFAOYSA-N,NC1=C(C=CC=C1)C(O)=O,-1.52,,
1-(4-Pentylcyclohexyl)-4-propylbenzene,A-6070,WOINBLKRRRAPGG-UHFFFAOYSA-N,CCCCCC1CCC(CC1)c2ccc(CCC)cc2,-6.772570424,,
flumetsulam,B-3363,WONCXRLGPXEDCT-UHFFFAOYSA-N,Cc1ccn2nc(nc2n1)[S](=O)(=O)Nc3c(F)cccc3F,-3.8248,,
N-Acetyl-O-benzoylserine,F-402,WORSJCPMKUOXAD-UHFFFAOYSA-N,CC(=O)NC(COC(=O)C1=CC=CC=C1)C(=O)O,-3.22,,
isobutyl isobutyrate,B-410,WOSNCVAPUOFXEH-UHFFFAOYSA-N,CC(C)COC(=O)C(C)C,-2.159,,
1-(4-ethoxyphenyl)-1-methylurea,F-634,WOTSYQVYXBEKOX-UHFFFAOYSA-N,CCOC1=CC=C(N(C)C(N)=O)C=C1,-1.66,,
"1,3-dihydroxypropan-2-one",A-2807,WOUBWJAJSXAOIV-UHFFFAOYSA-N,OCC(=O)CO,1.013864214,,
2-(2-cyanoethylamino)-3-methylbutanoic acid,F-129,WOUDXEYYJPOSNE-CJYLUKGNSA-N,CC(C)C(NCCC#N)C(=O)O,-1.12,,
calcium bis(12-hydroxyoctadecanoate),A-1450,WOWBFOBYOAGEEA-UHFFFAOYSA-N,[Ca++].CCCCCCC(O)CCCCCCCCCCC([O-])=O.CCCCCCC(O)CCCCCCCCCCC([O-])=O,-5.463097207,,
tripropyl phosphate,B-1047,WOWHHFRSBJGXCM-UHFFFAOYSA-M,CCCO[P](=O)(OCCC)OCCC,-1.5412,,
"2,2',3,3',4',5,6-heptachlorodiphenyl  ether",C-1487,WOXFMYVTSLAQMO-UHFFFAOYSA-N,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1Cl)Cl,-9.09,,
5-nitro-2-propoxyaniline,B-1166,WOYWLLHHWAMFCB-UHFFFAOYSA-N,CCCOc1ccc(cc1N)[N+]([O-])=O,-3.1592,,
"1,1'-biphenyl, 2,2',3,4,4',5,6'-heptachloro-",B-3048,WOZVHXUHUFLZGK-UHFFFAOYSA-N,Clc1cc(Cl)c(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-8.68,,
strontium acetate,B-1147,WPBXOELOQKLBDF-UHFFFAOYSA-N,[Sr++].CC([O-])=O.CC([O-])=O,0.1446,,
"disodium 2-{4-[(2E)-2-cyano-3-{4-[methyl(2-sulfonatoethyl)amino]phenyl}prop-2-enamido]phenyl}-6-methyl-1,3-benzothiazole-7-sulfonate",A-4009,WPEJSSRSFRWYJB-UHFFFAOYSA-K,[Na+].[Na+].CN(CC[S]([O-])(=O)=O)c1ccc(cc1)/C=C(C#N)/C(=O)Nc2ccc(cc2)c3sc4c(ccc(C)c4[S]([O-])(=O)=O)n3,-0.415949942,,
"3-pyridinecarbonitrile, 6-chloro-1,2-dihydro-4-h",B-2569,WPFVBOQKRVRMJB-UHFFFAOYSA-N,OC1=C(C#N)C(=O)C=C(Cl)N1,-1.2319,,
4-oxo-4-[(4-sulfamoylphenyl)amino]butanoic acid,F-825,WPJAMBGJTQMVNM-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(NC(=O)CCC(=O)O)C=C1,-2.03,,
"1,4-dimethylpiperazine",A-5311,WPTJBFNYRRZIDZ-UHFFFAOYSA-M,CN1CCN(C)CC1,0.9423643206,,
fenpropimorph,B-3125,WPUICWRULLWSQY-UHFFFAOYSA-N,CC(CN1C[C@H](C)O[C@H](C)C1)Cc2ccc(cc2)C(C)(C)C,-4.8487,,
fenpropimorph,B-3121,WPUKZOKYKHYASK-UHFFFAOYSA-N,CC(CN1CC(C)OC(C)C1)Cc2ccc(cc2)C(C)(C)C,-2.4821,,
sodium 2-sulfanylethan-1-olate,A-5194,WPYSJFXXQNITBC-UHFFFAOYSA-N,[Na+].[O-]CCS,0.9537303441,,
copper,A-2152,WQCFXZHBWZFDAX-UHFFFAOYSA-N,[Cu],-5.29793824,,
n1-(2-chlorophenyl)-2-methylsulfanilamide; 2-chloro-1-(4-amino-2-methylphenylsulfonamido)benzene,C-891,WQEDLDHMYLYHIP-UHFFFAOYSA-N,CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(Cl)C=CC=C2,-5.05,,
"1,4-dioxane",A-4496,WQFXJSOUBPGBGW-UHFFFAOYSA-N,C1COCCO1,1.054994515,,
8-chlorotheophylline,B-300,WQIDMVKHMHGZPN-UHFFFAOYSA-M,CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-1.5075,,
2-[5-[(2-hydroxy-2-oxo-1-phenylethyl)amino]pentylamino]-2-phenylacetic acid,F-681,WQLVFSAGQJTQCK-UHFFFAOYSA-N,O=C(O)C(NCCCCCNC(C(=O)O)C1=CC=CC=C1)C1=CC=CC=C1,-2.02,,
flufenoxuron;  cascade,C-1065,WQLVFSAGQJTQCK-VKROHFNGSA-N,FC1=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=CC(=C1)OC3=CC=C(C=C3Cl)C(F)(F)F,-8.09,,
simvastatin,B-3253,WQRCEBAZAUAUQC-UHFFFAOYSA-N,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-7.1447,,
simvastatin,C-1232,WQSDAEICEKYSPL-UHFFFAOYSA-N,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-5.48,,
(3-methoxy-3-methylbutyl) acetate,A-2875,WQWMWDWQMVRGRP-UHFFFAOYSA-N,COC(C)(C)CCOC(C)=O,-0.4390291979,,
"tetrasodium 7,7'-[(6-morpholin-4-yl-1,3,5-triazine-2,4-diyl)diimino]bis{4-hydroxy-3-[(4-methoxy-2-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate}",A-2960,WQZGKKKJIJFFOK-DVKNGEFBSA-N,[Na+].[Na+].[Na+].[Na+].COc1ccc(N\N=C\2C(=O)c3ccc(Nc4nc(Nc5ccc6C(=O)C(=N/Nc7ccc(OC)cc7[S]([O-])(=O)=O)/C(=Cc6c5)[S]([O-])(=O)=O)nc(n4)N8CCOCC8)cc3C=C2[S]([O-])(=O)=O)c(c1)[S]([O-])(=O)=O,-1.825282751,,
hexene - mixture of isomers,B-2659,WQZGKKKJIJFFOK-UHFFFAOYSA-N,CCC\C=C\C,-3.2262,,
"4,4'-Isopropylidenediphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane, esters with acrylic acid",A-316,WQZKKVJFBZPJSU-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,-3.680444963,,
isodecyl diphenyl phosphate,B-2724,WREGKURFCTUGRC-UHFFFAOYSA-N,CC(C)CCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,-5.7165,,
dihydroequilenin,C-2097,WRFXXJKURVTLSY-UHFFFAOYSA-N,CC12CCC3=C(C=CC4=C3C=CC(=C4)O)C1CCC2O,-4.64,,
ethyl (9Z)-hexadec-9-enoate ethyl (9Z)-octadec-9-enoate ethyl hexadecanoate ethyl tetradecanoate,A-2725,WRGKWWRFSUGDPX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC.CCCCCCCCCCCCCC(=O)OCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC.CCCCCC\C=C/CCCCCCCC(=O)OCC,-7.355606283,,
caffeine,C-533,WRGWFXXPBRCSIH-UHFFFAOYSA-N,C[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.91,,
lead(+2) cation dicarbonate dihydroxide,A-576,WRKNTBMMMVTKKA-UHFFFAOYSA-N,[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O,-5.547231918,,
2-methylheptyl 2-sulfanylacetate,A-1933,WRLAXUYIDLSRHV-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)CS,-4.285036897,,
(2R)-2-hydroxy-N-(2-hydroxyethyl)propanamide,A-5145,WRNGAZFESPEMCN-UHFFFAOYSA-N,CC(O)C(=O)NCCO,1.307032379,,
2-naphthoxyacetic acid,C-531,WRPIRSINYZBGPK-UHFFFAOYSA-N,OC(=O)COC1=CC2=C(C=CC=C2)C=C1,-3.36,,
celecoxib,C-1051,WRQNANDWMGAFTP-UHFFFAOYSA-N,CC1=CC=C(C=C1)C2=CC(=N[N]2C3=CC=C(C=C3)[S](N)(=O)=O)C(F)(F)F,-4.74,,
sodium (ethoxymethanethioyl)sulfanide,A-3498,WRXCBRHBHGNNQA-UHFFFAOYSA-N,[Na+].CCOC([S-])=S,0.5443381649,,
"2,4,4',6-Tetrachlorobiphenyl  ",H-450,WRZOMWDJOLIVQP-UHFFFAOYSA-N,ClC1=CC=C(C2=C(Cl)C=C(Cl)C=C2Cl)C=C1,-6.94,,
fluometuron,B-4224,WSFSSNUMVMOOMR-UHFFFAOYSA-N,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.4365,,
4-(4-methylsulfonylphenyl)-3-phenyl-5H-furan-2-one,F-1132,WSGDRFHJFJRSFY-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C2=C(C3=CC=CC=C3)C(=O)OC2)C=C1,-4.52,,
octadecane,A-2298,WSGYTJNNHPZFKR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC,-7.627539949,,
testosterone  benzoate,C-772,WSHXNSFLJBJEGA-UHFFFAOYSA-L,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)C5=CC=CC=C5,-4.48,,
"1,4-dichloro-2-nitrobenzene",A-310,WSKMZXPHHJCCDK-HTWUECFASA-J,[O-][N+](=O)c1cc(Cl)ccc1Cl,-3.364225398,,
3-heptanol,B-3812,WSSJONWNBBTCMG-UHFFFAOYSA-N,CCCCC(O)CC,-1.4631,,
pindone,B-284,WSTQLNQRVZNEDV-CSKARUKUSA-N,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.107,,
"benzoic acid, 2,6-dibromo-3,4,5-trihydroxy-",B-1309,WSTVMACYLXUQIM-UHFFFAOYSA-N,OC(=O)c1c(Br)c(O)c(O)c(O)c1Br,-0.4188,,
ethyl 2-formamido-(phenylvinyl)acrylate,B-2870,WSWCOQWTEOXDQX-UHFFFAOYSA-N,CCOC(=O)C(NC=O)=CC=Cc1ccccc1,-3.3483,,
diammonium 2-[(carboxylatomethyl)disulfanyl]acetate,A-5125,WTARULDDTDQWMU-UHFFFAOYSA-N,[NH4+].[NH4+].[O-]C(=O)CSSCC([O-])=O,0.4596030518,,
andrenosterone,B-933,WTDHULULXKLSOZ-UHFFFAOYSA-N,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,-3.4843,,
adrenosterone,C-1859,WTDRDQBEARUVNC-UHFFFAOYSA-N,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.48,,
"O3-ethyl O5-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",F-796,WTEVQBCEXWBHNA-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=C(Cl)C(Cl)=CC=C1,-5.68,,
p-tolyltoluene,B-3621,WTFDBEWCLSDGPA-UHFFFAOYSA-N,Cc1ccc(cc1)c2ccc(C)cc2,-6.0177,,
N-(4-hydroxyphenyl)acetamide,A-1694,WTKZEGDFNFYCGP-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,-1.033323213,,
"9,10-anthraquinone",A-5545,WTLBZVNBAKMVDP-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c3ccccc13,-6.039760498,,
2-phenoxyethyl prop-2-enoate,A-47,WTMBVEKOTAHGAB-UHFFFAOYSA-N,C=CC(=O)OCCOc1ccccc1,-2.563625713,,
4-methylaniline,A-3123,WTOFYLAWDLQMBZ-UHFFFAOYSA-N,Cc1ccc(N)cc1,-1.047745261,,
"2-bromo-1,1,1,2-tetrafluoroethane",D-1573,WTOOLIQYCQJDBG-BJILWQEISA-N,FC(Br)C(F)(F)F,-1.901,,
"3-(octylamino)propane-1,2-diol",F-462,WTPYFJNYAMXZJG-UHFFFAOYSA-N,CCCCCCCCNCC(O)CO,-2.22,,
"4-(6,7-dimethoxyquinazolin-4-yl)piperazine-1-carboxylic acid thiophen-3-ylamide",C-2501,WTPYRCJDOZVZON-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CSC=C4,-5.3,,
isopropyl (1-(4-chloro)phenylsulfonyl) cycloprop,B-3522,WTWBUQJHJGUZCY-UHFFFAOYSA-N,CC(C)OC(=O)C1(CC1)[S](=O)(=O)c2ccc(Cl)cc2,-3.5401,,
bis(2-ethylhexyl)amine,A-5034,WTWSHHITWMVLBX-DKWTVANSSA-M,CCCCC(CC)CNCC(CC)CCCC,-4.236722556,,
{2-[2-(ethenyloxy)ethoxy]ethoxy}ethene,A-4379,WTWWXOGTJWMJHI-UHFFFAOYSA-N,C=COCCOCCOC=C,-1.053070208,,
"1,6-bis(2-ethylhexyl) hexanedioate",A-2641,WUAIGAOSYROCOI-UHFFFAOYSA-N,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-6.568874945,,
6-[(2-methylprop-2-enoyl)oxy]hexyl 2-methylprop-2-enoate,A-1313,WUAPFZMCVAUBPE-UHFFFAOYSA-N,CC(=C)C(=O)OCCCCCCOC(=O)C(C)=C,-4.043662925,,
"5-pyrimidinemethanol, .alpha.-(2-chlorophenyl)-.",B-3083,WUAQCCUTLFMZFP-UHFFFAOYSA-N,OC(c1ccc(F)cc1)(c2cncnc2)c3ccccc3Cl,-4.083,,
"3,7-dimethyloctanenitrile",A-906,WUBNJKMFYXGQDB-UHFFFAOYSA-N,CC(C)CCCC(C)CC#N,-3.587759138,,
sodium trichloroacetate,A-4546,WULPUQZASCZTPO-UHFFFAOYSA-N,[Na+].[O-]C(=O)C(Cl)(Cl)Cl,0.7319628929,,
"butanedioic acid, 2,2'-thiobis-",B-2110,WUMGYHICFXGLAB-UHFFFAOYSA-N,OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O,-0.4908,,
piperonal,B-3870,WUOACPNHFRMFPN-UHFFFAOYSA-N,O=Cc1ccc2OCOc2c1,-1.6324,,
2-octanamidoacetic acid,A-1646,WUOACPNHFRMFPN-VIFPVBQESA-N,CCCCCCCC(=O)NCC(O)=O,-2.111537593,,
ethyl 2-hydroxy-2-phenylacetate,F-596,WUPCFMITFBVJMS-UHFFFAOYSA-N,CCOC(=O)C(O)C1=CC=CC=C1,-1.26,,
6-methyloct-5-en-2-one,A-4716,WURBFLDFSFBTLW-UHFFFAOYSA-N,CC\C(C)=C\CCC(C)=O,-2.192586036,,
"3,5-dinitro-l-tyrosine",B-2508,WURGXGVFSMYFCG-UHFFFAOYSA-N,N[C@@H](Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O)C(O)=O,-1.5125,,
diethylene glycol monomethyl ether,B-633,WUTNPRKQMZJXTR-UHFFFAOYSA-N,COCCOCCO,0.9203,,
"boron(+3) cation; N,N-dimethyloctan-1-amine; trichloride",A-4165,WUVJFYRTCZOXAH-UHFFFAOYSA-K,[B+3].[Cl-].[Cl-].[Cl-].CCCCCCCCN(C)C,-5.465370193,,
bromerguride,C-2395,WUZSFIKFFXBHMB-UHFFFAOYSA-N,CCN(CC)C(=O)NC1CN(C)C2CC3=C(Br)[NH]C4=C3C(=CC=C4)C2=C1,-4.38,,
"eriodictyol;  3',4',5,7-tetrahydroxyflavanone",C-1419,WVAKABMNNSMCDK-UHFFFAOYSA-N,OC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(O)C(=C3)O)O,-3.62,,
eriodictyol,B-4502,WVAXYCNDKXJNGU-MNACUSLPSA-J,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3,-3.6147,,
"(8R,9S,10R,14S)-13-ethyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-3,17-dione",A-3964,WVCFNVNKWVWZFT-UHFFFAOYSA-N,CCC12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CCC2=O,-3.732719889,,
"phosphorothioic acid, o-(dichloro(methylthio)phe",B-3058,WVDGHGISNBRCAO-UHFFFAOYSA-N,CCO[P](=S)(OCC)Oc1cc(Cl)c(Cl)c(SC)c1,-6.0807,,
Phenothrin,E-1011,WVHNUGRFECMVLQ-UHFFFAOYSA-N,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24,,
dichlorodioctylstannane,A-1984,WVLBCYQITXONBZ-UHFFFAOYSA-N,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,-5.415041201,,
chlorpyrifos,B-1941,WVLOADHCBXTIJK-UHFFFAOYSA-N,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.4956,,
"phosphonic acid, ethyl-, dibutyl ester",B-1867,WVPRQIREPMNEIX-UHFFFAOYSA-N,CCCCO[P](=O)(CC)OCCCC,-1.5687,,
3-(2-chlorophenyl)-3-oxopropanenitrile,A-4254,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,Clc1ccccc1C(=O)CC#N,-2.175139595,,
"2-(3-hydroxy-2,5-dioxo-1-phenylpyrrolidin-3-yl)acetic acid",F-448,WVPSKSLAZQPAKQ-UHFFFAOYSA-N,O=C(O)CC1(O)CC(=O)N(C2=CC=CC=C2)C1=O,-0.68,,
isocarbamid,B-2742,WVQBLGZPHOPPFO-UHFFFAOYSA-N,CC(C)CNC(=O)N1CCNC1=O,-2.1538,,
1-methoxy-2-(2-methoxyethoxy)ethane,A-3098,WVQFKDGIJVWORA-UHFFFAOYSA-M,COCCOCCOC,0.8454562496,,
"1,6-bis[2-(2-butoxyethoxy)ethyl] hexanedioate",A-4771,WVRFNJXNBZHDGZ-UHFFFAOYSA-N,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,-2.882184886,,
"dimethachlor;  2-chloro-n-(2,6-dimethylphenyl)-n-(2-methoxyethyl)acetamide",C-1246,WVRFSLWCFASCIS-UHFFFAOYSA-N,COCCN(C(=O)CCl)C1=C(C)C=CC=C1C,-2.09,,
2-methoxy-4-(prop-2-en-1-yl)phenyl acetate,A-4822,WVUCNLQROBXNOX-ISLYRVAYSA-N,COc1cc(CC=C)ccc1OC(C)=O,-2.701591149,,
2-amino-3-[3-(2-amino-3-hydroxy-3-oxopropyl)sulfanylpropylsulfanyl]propanoic acid,F-147,WVWZECQNFWFVFW-UHFFFAOYSA-N,NC(CSCCCSCC(N)C(=O)O)C(=O)O,-2.49,,
"1-ph-3,5-dime-4-nitrosopyrazole",B-1483,WVYWICLMDOOCFB-UHFFFAOYSA-N,Cc1nn(c2ccccc2)c(C)c1N=O,-3.7355,,
cyanophos,B-4231,WVZTUUIUEUVJGM-UHFFFAOYSA-N,CO[P](=S)(OC)Oc1ccc(cc1)C#N,-3.7232,,
"2,2',3,4,5'-pentachlorodiphenyl  ether",C-2266,WWCMFGBGMJAJRX-UHFFFAOYSA-M,ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,-7.7,,
2-[-N-(2-cyanoethyl)-4-[(p-nitrophenyl)azo]anilino]ethyl benzoate,A-6023,WWISPHBAYBECQZ-ZXZARUISSA-N,[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(cc2)N(CCOC(=O)c3ccccc3)CCC#N,-7.169736136,,
Metolcarb,G-837,WWPTYZFXUOTSDY-UHFFFAOYSA-N,c1ccccc1(OC(=O)NC),-1.803,,
"1,1-dichloroethane",B-3835,WWVIUVHFPSALDO-UHFFFAOYSA-N,CC(Cl)Cl,-1.2913,,
