Name,Octanol-water partition coefficient,Molecular weight,Number of rotatable bonds,HAcceptors,HDonor,Aromatic Proportion,NumValenceElectrons,logS,Label,Difference
AGJUUQSLGVCRQA-SWOUQTJZSA-N,0.8588,670.837,5,12,10,0,270,-2.586317413,-3.359294866,0.7729774532
PFBQVGXIMLXCQB-VMPITWQZSA-N,2.1711,221.212,4,4,0,0.375,84,-3.480891325,-2.707888764,0.7730025615
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,0.5027,160.169,4,4,0,0,64,-0.81999999,-0.04698137224,0.7730186178
KRNDIPHOJLIHRI-UHFFFAOYSA-N,1.75938,309.373,5,6,1,0.5217391304,118,-2.32732102,-3.100361776,0.7730407564
XLMALTXPSGQGBX-GCJKJVERSA-N,4.2755,339.479,8,3,0,0.48,134,-5.009674831,-4.236346722,0.7733281094
SGUAFYQXFOLMHL-UHFFFAOYSA-N,2.1354,328.412,8,4,4,0.5,128,-3.448233143,-2.674586933,0.7736462103
FTZBYXCNXOPJEL-UHFFFAOYSA-N,2.3901,164.248,3,1,1,0.5,66,-2.390723628,-1.617068295,0.7736553327
CMGQPYRBLKIVLO-RRAJOLSVSA-N,-3.6794,302.718,5,5,2,0.25,110,-2.052899147,-1.279228158,0.7736709894
WYURNTSHIVDZCO-UHFFFAOYSA-N,0.7968,72.107,0,1,0,0,30,0.56,-0.2138643551,0.7738643551
BRBAEHHXGZRCBK-UHFFFAOYSA-N,-1.41,271.138,10,10,1,0,104,-1.585001271,-0.8109174797,0.7740837913
ATLJNLYIJOCWJE-CWMZOUAVSA-N,4.2583,384.516,1,4,1,0.2142857143,152,-4.197168745,-4.971299551,0.7741308055
JNXAZWXNARKBOA-UHFFFAOYSA-N,1.5134,275.308,2,4,0,0.3,106,-2.325875495,-1.551567819,0.7743076765
MVHSJESGFPGIJJ-UHFFFAOYSA-N,1.5134,275.308,2,4,0,0.3,106,-2.325875495,-1.551567819,0.7743076765
KMNOADCGBSOLGM-UHFFFAOYSA-N,4.8278,335.491,8,2,0,0.48,132,-5.001934407,-4.227513071,0.7744213357
WLBASKRZYJUCTA-UHFFFAOYSA-N,1.6518,194.112,1,3,1,0.3846153846,72,-1.387141576,-2.161687735,0.7745461593
WLRMANUAADYWEA-NWASOUNVSA-N,0.2143,432.499,8,10,4,0.1724137931,164,-2.198227516,-2.974486083,0.7762585667
BLNVISNJTIRAHF-UHFFFAOYSA-N,1.4389,155.584,1,1,1,0.6,52,-1.660349899,-0.8831787705,0.7771711285
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,1.8633,150.177,2,2,0,0.5454545455,58,-2.3199999,-1.542668532,0.7773313682
RXNYJUSEXLAVNQ-UHFFFAOYSA-N,2.3288,214.22,2,3,2,0.75,80,-2.819913066,-2.041960718,0.7779523476
JOOPFYJWVJXNHM-UHFFFAOYSA-N,3.69372,360.827,0,2,2,0.5,66,-4.880605418,-4.102446351,0.7781590669
KMNDTYWRUVCTHV-UHFFFAOYSA-N,3.69372,360.827,0,2,2,0.5,66,-4.880605418,-4.102446351,0.7781590669
REOJLIXKJWXUGB-UHFFFAOYSA-N,1.8708,232.283,4,2,1,0.3529411765,90,-2.573765855,-1.794960127,0.7788057276
JSIPUEXTEYSZGQ-UHFFFAOYSA-N,2.66812,302.33,5,5,1,0.5454545455,116,-2.743288587,-3.522145426,0.7788568393
XZTJQQLJJCXOLP-UHFFFAOYSA-M,-0.3921,260.331,10,4,0,0,92,-1.70539686,-0.926512976,0.778883884
IUWVALYLNVXWKX-UHFFFAOYSA-N,2.2257,193.246,4,3,1,0.4285714286,76,-3.0799999,-2.301103173,0.778896727
SDXAWLJRERMRKF-UHFFFAOYSA-N,1.02654,96.133,0,1,1,0.7142857143,38,-0.766442678,0.01269231632,0.7791349943
CZRKEJQELXKHAQ-UHFFFAOYSA-N,2.1374,278.171,4,2,1,0.4285714286,78,-3.541754144,-2.762600631,0.7791535133
NQRLPDFELNCFHW-UHFFFAOYSA-N,1.5532,180.163,2,3,1,0.4615384615,68,-2.6900001,-1.909999967,0.7800001334
DQCKKXVULJGBQN-XFWGSAIBSA-N,1.5254,341.407,2,5,2,0.24,132,-2.32108483,-3.101204172,0.7801193424
AEFKGCXZPXLJKP-UHFFFAOYSA-N,-0.6796,361.913,7,2,1,0.48,136,-4.688782375,-3.908546048,0.7802363266
LQXHSCOPYJCOMD-UHFFFAOYSA-N,-0.7826,368.339,0,10,6,0.72,132,-3.200751466,-2.420461309,0.7802901572
WWXMVRYHLZMQIG-SNAWJCMRSA-N,1.6926,193.158,3,3,1,0.4285714286,72,-2.99811097,-2.217726946,0.7803840241
CZGIRAWWWHPJHM-UHFFFAOYSA-N,2.3435,246.262,4,3,1,0.3333333333,94,-2.666957661,-1.886484959,0.7804727019
JXCWCFNXJLYNDP-QXAKKESOSA-N,3.0396,299.414,2,3,1,0.2727272727,118,-2.442848348,-3.223510914,0.7806625664
PGIQMCOLYCTABQ-UHFFFAOYSA-N,2.5187,208.301,5,2,2,0.4,84,-3.093382052,-2.312680891,0.7807011608
CTZOFCKLLMFZQM-UHFFFAOYSA-N,1.6143,257.249,3,4,3,0.6315789474,96,-2.826022454,-2.045302735,0.7807197193
JMNQTHQLNRILMH-OBBGIPBRSA-N,3.3732,400.515,1,5,2,0.2068965517,158,-3.773315024,-4.554313403,0.7809983794
XLMALTXPSGQGBX-UHFFFAOYSA-N,4.2755,339.479,8,3,0,0.48,134,-4.236346688,-5.017401621,0.7810549333
OCSOHUROTFFTFO-UHFFFAOYSA-N,0.8153,181.191,3,3,2,0.4615384615,70,-0.816127439,-1.597361062,0.7812336232
WIDMDEHGDAFXAJ-HXUWFJFHSA-N,1.94934,293.348,3,5,1,0.55,106,-3.5899999,-2.808692569,0.7813073314
SNHRLVCMMWUAJD-NQMRGXSRSA-N,3.6368,476.585,6,6,2,0,188,-4.71,-5.491604605,0.7816046047
MUDHKEQEBJQRRG-KPKJPENVSA-N,0.9197,222.317,3,3,2,0.4,80,-2.667531102,-1.885493049,0.7820380528
GQYIWUVLTXOXAJ-UHFFFAOYSA-N,2.2509,233.699,4,3,1,0,86,-3.322156115,-2.539742549,0.7824135665
FXZFKDKFRLPXDC-UHFFFAOYSA-N,4.01572,321.461,9,4,0,0.2608695652,130,-4.876700416,-4.093768517,0.7829318992
LRUBEPGLRBIWIK-UHFFFAOYSA-N,4.01572,321.461,9,4,0,0.2608695652,130,-4.876700416,-4.093768517,0.7829318992
GIAMHXZYZSZXLE-UHFFFAOYSA-N,0.8827,269.363,3,4,4,0,104,-1.313055342,-0.5300963185,0.7829590235
JIMXXGFJRDUSRO-UHFFFAOYSA-N,2.2874,180.247,1,1,1,0,72,-2.814958939,-2.031636857,0.7833220819
FFYZLGACXSITOH-UHFFFAOYSA-N,3.0173,253.301,5,2,1,0.6315789474,96,-3.519408118,-2.735873659,0.7835344587
IHJUECRFYCQBMW-UHFFFAOYSA-N,0.5316,142.198,0,2,2,0,58,-0.930437151,-0.1466432823,0.7837938687
RFDAIACWWDREDC-NMLLGMEWSA-N,2.5649,465.631,6,5,5,0,188,-5.1500001,-4.366187782,0.7838123184
JZCHJJOTIZFWJJ-UHFFFAOYSA-N,2.7274,185.311,6,1,1,0,78,-3.188719954,-2.404859099,0.7838608552
AQHHHDLHHXJYJD-UHFFFAOYSA-N,2.5775,259.349,6,3,2,0.5263157895,102,-3.49,-2.706132365,0.7838676345
NYIZXMGNIUSNKL-UHFFFAOYSA-N,1.2354,238.195,3,5,1,0.3529411765,90,-1.647039255,-2.430971861,0.7839326059
FJVSTYFZOUSZCS-UHFFFAOYSA-N,1.2354,238.195,3,5,1,0.3529411765,90,-2.430971956,-1.647039294,0.7839326618
DHLLCGOIGXQUQS-UHFFFAOYSA-N,2.2358,271.792,5,4,3,0.3333333333,102,-1.484841869,-2.268851234,0.7840093653
FQSUTLQHSDLLAN-UHFFFAOYSA-N,1.1927,216.222,3,5,2,0.3571428571,76,-2.857764565,-2.073490562,0.7842740029
MDNWOSOZYLHTCG-UHFFFAOYSA-N,3.9954,269.127,2,2,2,0.7058823529,88,-3.95,-4.734334729,0.7843347293
GKZJUWWSFXZVHU-UHFFFAOYSA-N,3.37254,262.74,2,2,1,0.6666666667,94,-2.660609344,-3.445097109,0.7844877654
GLQXWWOXSUHWEZ-UHFFFAOYSA-N,3.3273,287.875,5,2,1,0,112,-3.101264593,-3.88577973,0.7845151372
NFGXHKASABOEEW-UQHDCKCOSA-N,5.062,310.478,10,3,0,0,128,-5.1900001,-5.974543562,0.7845434619
NNHSMCWCONKKMB-UHFFFAOYSA-N,2.22452,227.267,2,3,2,0.7058823529,86,-2.61617369,-1.83149159,0.7846821005
MHPYROYXMZWPNN-UHFFFAOYSA-N,2.4221,221.3,4,2,2,0.375,88,-3.258621583,-2.47369939,0.7849221932
QCFFJPDKTFNUHI-UHFFFAOYSA-N,0.91062,259.309,2,5,0,0.6315789474,100,-1.877259131,-2.662538528,0.7852793974
QYQUSDHCFRWLMV-UHFFFAOYSA-N,2.9118,336.432,9,5,0,0.25,134,-4.362544454,-3.576895195,0.7856492592
DMVWPCFYKFAELZ-UHFFFAOYSA-N,-0.6338,314.256,7,1,1,0.5,110,-3.993484603,-3.2076419,0.7858427031
RHMRYQBVNMDNNR-UHFFFAOYSA-N,-0.6338,314.256,7,1,1,0.5,110,-3.993484603,-3.2076419,0.7858427031
ZNSSPLQZSUWFJT-UHFFFAOYSA-N,2.7392,208.257,5,3,1,0.4,82,-3.81344963,-3.02753853,0.7859110998
FEYDRETXYFWGJR-UHFFFAOYSA-N,4.06352,330.409,6,4,1,0.5217391304,120,-4.99141278,-4.205411739,0.7860010407
WREVVZMUNPAPOV-UHFFFAOYSA-N,1.817,144.177,0,2,1,0.9090909091,54,-1.244235554,-2.030293589,0.7860580352
AAVUTVAWYYKIJW-UHFFFAOYSA-N,-0.658,398.843,3,5,2,0.2222222222,148,-3.656316035,-2.870102629,0.7862134056
NZZFYRREKKOMAT-UHFFFAOYSA-N,1.8139,267.835,0,0,0,0,20,-2.3399999,-1.553617785,0.7863821147
WKAVKKUXZAWHDM-JEDNCBNOSA-N,-1.0192,278.305,7,5,4,0,112,-1.758779255,-0.9723655497,0.7864137053
NEUYJXYCELJYTG-UHFFFAOYSA-N,1.3055,244.291,2,4,0,0,98,-2.414317844,-1.627825382,0.7864924615
SEHFUALWMUWDKS-UHFFFAOYSA-N,-1.0995,174.087,1,3,3,0.5,64,-1.730757853,-0.94403304,0.786724813
GAUKOIAUVRRGOI-UHFFFAOYSA-N,2.6402,374.488,4,3,2,0.5357142857,144,-3.228456504,-4.015198608,0.7867421039
KLJWTLFECGZQCL-UHFFFAOYSA-N,2.0279,196.209,0,2,1,0.9333333333,72,-1.925176651,-2.71212227,0.7869456189
LHCPRYRLDOSKHK-UHFFFAOYSA-N,-0.0649,135.13,0,4,2,0.9,50,-0.877898746,-1.664975166,0.7870764203
FDPVTENMNDHFNK-UHFFFAOYSA-N,2.5211,212.252,2,2,2,0.75,80,-3.057338847,-2.269947052,0.787391795
ZBJWWKFMHOAPNS-UHFFFAOYSA-N,1.7917,351.121,1,4,2,0.625,84,-2.244418163,-3.032058395,0.7876402316
NOOLISFMXDJSKH-AEJSXWLSSA-N,2.4395,156.269,1,1,1,0,66,-2.53,-1.742182294,0.7878177059
ITMSAWKLJVGBIT-UHFFFAOYSA-N,1.4211,236.482,2,3,2,0,72,-2.496928932,-1.708972351,0.7879565805
SYNKGZURWSKSDC-ONXXMXGDSA-N,2.6906,217.312,2,2,0,0.375,86,-2.295691024,-3.083687509,0.7879964853
DYLNCLOFQCXHPR-UHFFFAOYSA-N,3.9696,363.329,6,4,0,0.2608695652,132,-3.236010436,-4.024058976,0.7880485402
XBKPDHARMKAQQU-UHFFFAOYSA-N,3.9696,363.329,6,4,0,0.2608695652,132,-3.236010436,-4.024058976,0.7880485402
XCSGPAVHZFQHGE-UHFFFAOYSA-N,2.9871,269.772,6,2,0,0.3333333333,100,-3.26,-2.471939167,0.7880608332
OYTKINVCDFNREN-UHFFFAOYSA-N,0.246,109.132,0,3,2,0.75,42,-0.455320675,0.3331157565,0.7884364315
IFFLKGMDBKQMAH-UHFFFAOYSA-N,0.246,109.132,0,3,2,0.75,42,0.333115748,-0.4553206861,0.7884364341
RUGYNGIMTAFTLP-UHFFFAOYSA-N,2.36544,212.256,1,3,1,0.875,80,-2.081347308,-2.870357775,0.7890104674
NWULWVPYPIRXAU-UHFFFAOYSA-N,0.79952,151.165,1,2,2,0.5454545455,58,-1.53501263,-0.7458323913,0.7891802387
PMMKVFWFTRDMLW-UHFFFAOYSA-N,1.8323,260.334,6,4,1,0,106,-3.042618905,-2.253304572,0.7893143335
OFAIGZWCDGNZGT-UHFFFAOYSA-N,3.3834,289.419,7,3,0,0.2857142857,116,-4.147027826,-3.357676903,0.789350923
DJIIKEYPSTUVKV-UHFFFAOYSA-N,3.2444,265.312,4,2,1,0.75,100,-2.855555186,-3.645371319,0.7898161331
AEMFNILZOJDQLW-QAGGRKNESA-N,4.0874,286.415,0,2,0,0,114,-3.6900001,-4.479978364,0.7899782635
YCIMNLLNPGFGHC-UHFFFAOYSA-N,1.0978,110.112,0,2,2,0.75,42,0.62,-0.1700000018,0.7900000018
WEAPVABOECTMGR-UHFFFAOYSA-N,0.7578,318.322,9,8,0,0,126,-2.665278203,-1.875127665,0.7901505385
YOSDTJYMDAEEAZ-UHFFFAOYSA-N,2.25912,140.207,1,2,0,0.5555555556,48,-1.729608604,-2.519995806,0.7903872018
GEYOCULIXLDCMW-UHFFFAOYSA-N,0.851,108.144,0,2,2,0.75,42,-0.41999999,0.3703991485,0.7903991385
VBQYVPWJXQKIMF-UHFFFAOYSA-N,3.0026,383.488,8,5,2,0.4285714286,150,-3.374236775,-2.583557053,0.7906797224
BCQMBFHBDZVHKU-UHFFFAOYSA-N,1.5224,225.296,4,6,2,0.375,90,-3.24,-2.449147059,0.7908529414
VFUGCQKESINERB-UHFFFAOYSA-N,2.7656,219.328,3,2,1,0.375,88,-2.010680305,-2.801770282,0.7910899768
MWQCHHACWWAQLJ-UHFFFAOYSA-N,3.934,324.811,3,2,0,0.5217391304,116,-4.754078877,-3.962247065,0.7918318117
FZGZDDRZAZBANV-UHFFFAOYSA-N,1.1811,247.088,4,3,2,0.4615384615,72,-2.496876922,-1.704922088,0.791954834
LDMOQBBDWPPTNL-UHFFFAOYSA-N,1.1811,247.088,4,3,2,0.4615384615,72,-2.496876922,-1.704922088,0.791954834
ZXFQRFXLFWWKLX-UHFFFAOYSA-N,3.83862,323.392,4,4,0,0.6666666667,124,-3.667432138,-4.459507254,0.7920751164
LODGIKWNLDQZBM-LBPRGKRZSA-N,2.8816,325.364,1,5,1,0.5,124,-4.118618872,-3.326520153,0.7920987187
WFPKGPHTXIOMFI-UHFFFAOYSA-N,4.3553,315.848,4,3,1,0.5454545455,116,-5.108538899,-4.31637944,0.7921594586
PNADBYWNNBOKJK-UHFFFAOYSA-N,4.8942,326.242,4,1,0,0.5714285714,112,-4.04666425,-4.838853452,0.7921892018
LONJSZKHAGAXPS-UHFFFAOYSA-N,1.7243,269.779,4,5,1,0,86,-2.944266981,-2.151978541,0.79228844
ZOOUBGRVRUUFQX-UHFFFAOYSA-N,3.42704,268.312,4,2,1,0.6,102,-4.586030873,-3.792759314,0.7932715594
LYGJENNIWJXYER-UHFFFAOYSA-N,-0.1071,61.04,0,2,0,0,24,0.25999999,-0.5335994955,0.7935994855
LINPVWIEWJTEEJ-HNNXBMFYSA-N,2.7293,274.703,1,3,1,0.6315789474,96,-4.1799998,-3.386039799,0.7939600014
XBHCIDWYCKQMQS-UHFFFAOYSA-N,3.51712,178.275,3,1,0,0.4615384615,72,-4.402901304,-3.608772067,0.7941292372
SCAOIWGKQJYZBB-UHFFFAOYSA-N,4.2361,297.87,6,2,0,0.3,114,-3.738423492,-4.532653213,0.7942297205
GVEPBJHOBDJJJI-UHFFFAOYSA-N,4.4872,202.256,0,0,0,1,74,-6,-5.205418778,0.7945812217
DOIBQIDXMYSSJY-XEZLXBQYSA-N,1.5528,262.261,1,5,2,0,100,-2.9400001,-2.145402893,0.7945972066
LOKRZPSRQFVRBE-UHFFFAOYSA-N,2.6759,302.168,6,3,2,0.3529411765,94,-3.850838871,-3.056148946,0.7946899253
AFUKNJHPZAVHGQ-UHFFFAOYSA-N,1.5163,166.176,3,3,0,0.5,64,-2.320201146,-1.525183106,0.7950180398
GVQDDKFXRUBBDY-UHFFFAOYSA-N,0.644,261.285,4,7,2,0.6315789474,100,-2.822721928,-2.027628108,0.7950938197
WCRYUUHBSXHYJA-UHFFFAOYSA-N,2.1641,313.648,6,4,2,0.4,86,-2.103731723,-2.898896416,0.7951646927
IABJZMVJXLVXPQ-UHFFFAOYSA-N,2.7375,259.821,3,2,2,0,100,-1.799772003,-2.595505327,0.795733324
IDBPHNDTYPBSNI-UHFFFAOYSA-N,1.3839,416.526,9,8,0,0.3666666667,164,-4.080942736,-3.28494078,0.7960019562
PTBKFATYSVLSSD-ZZXKWVIFSA-N,0.9959,156.097,2,5,1,0.4545454545,58,-2.1900001,-1.393972192,0.7960279079
JCLWQYMAWWJMSX-UHFFFAOYSA-N,0.981,196.246,5,3,2,0.4285714286,78,-2.251408128,-1.455112922,0.7962952065
KLIWBPMQXVJEAN-UHFFFAOYSA-N,0.981,196.246,5,3,2,0.4285714286,78,-2.251408128,-1.455112922,0.7962952065
WUWWFJGGMGKQML-UHFFFAOYSA-N,0.981,196.246,5,3,2,0.4285714286,78,-2.251408128,-1.455112922,0.7962952065
QMNUDYFKZYBWQX-UHFFFAOYSA-N,0.9231,146.149,0,2,1,0.9090909091,54,-0.925496369,-1.722179572,0.7966832028
HSBGTIXXXZBKLK-UHFFFAOYSA-N,0.3592,168.24,1,2,1,0,68,-1.826255564,-1.029466534,0.7967890299
UWBICEKKOYXZRG-WNHSNXHDSA-N,4.5941,342.479,0,3,0,0,136,-4.242156353,-5.038950585,0.7967942317
FFXJBGZEAHBHCF-UHFFFAOYSA-N,3.4979,289.224,6,6,0,0.3157894737,106,-3.894325673,-4.691192661,0.7968669881
NKEGDQGNYVIXQQ-UHFFFAOYSA-N,2.4258,269.772,4,3,0,0.3333333333,100,-1.742394283,-2.539518895,0.7971246116
OMHUKXIIJPBUIP-FJUODKGNSA-N,5.2516,380.326,3,2,0,0.5454545455,116,-5.603798043,-6.40110724,0.7973091967
OMHUKXIIJPBUIP-KIUKIJHYSA-N,5.2516,380.326,3,2,0,0.5454545455,116,-5.603798043,-6.40110724,0.7973091967
HUFKLTWJUGBMTC-UHFFFAOYSA-N,1.8183,247.081,1,3,0,0.4,80,-1.429986123,-2.227713438,0.7977273145
NSLJAVZPTLLIER-UHFFFAOYSA-N,1.6224,217.272,3,3,0,0.375,84,-1.135606638,-1.933477305,0.7978706672
RUMACXVDVNRZJZ-UHFFFAOYSA-N,1.7617,142.198,3,2,0,0,58,-2.038950136,-1.241012827,0.7979373088
HYWYRSMBCFDLJT-UHFFFAOYSA-N,2.7586,308.315,5,5,1,0.5714285714,110,-4.058909753,-3.260822239,0.7980875141
KMFNIYQGYUDSDZ-BTJKTKAUSA-N,-0.8062,326.418,5,5,3,0.2272727273,122,-1.518568508,-2.316957657,0.7983891494
IZJDOKYDEWTZSO-UHFFFAOYSA-N,2.3319,163.245,3,2,0,0.5454545455,56,-3.171428607,-2.373003072,0.7984255352
BEWCNXNIQCLWHP-UHFFFAOYSA-N,1.4938,185.267,4,3,1,0,76,-1.35824204,-2.156790647,0.7985486065
REEUQZUMFVRILK-UHFFFAOYSA-N,1.73302,287.157,1,4,0,0.375,88,-3.238011335,-2.439413939,0.7985973965
UEKGKTSCDCCRKX-UHFFFAOYSA-N,1.73302,287.157,1,4,0,0.375,88,-3.238011335,-2.439413939,0.7985973965
PXBVEXGRHZFEOF-UHFFFAOYSA-N,3.1781,371.824,2,4,0,0.4615384615,134,-4.393374946,-3.59468751,0.7986874365
ZOMSMJKLGFBRBS-UHFFFAOYSA-N,1.2075,240.284,1,3,1,0.375,86,-2.6800001,-1.881257112,0.7987429877
WJOGTCZNZPHODB-WQFRYHCKSA-N,4.1751,416.558,2,5,1,0,166,-4.919837764,-5.718853307,0.7990155428
MQHNKCZKNAJROC-UHFFFAOYSA-N,2.8202,250.294,6,4,0,0.3333333333,98,-3.365026701,-2.565849251,0.7991774504
KMGBZBJJOKUPIA-UHFFFAOYSA-N,2.2215,184.02,2,0,0,0,32,-2.96,-2.160624106,0.7993758941
MWVYOMQTCFCPHY-UHFFFAOYSA-N,3.8526,218.406,11,2,1,0,86,-4.521685276,-3.722003685,0.7996815914
NIZHAUDFIOIGPX-UHFFFAOYSA-N,1.11962,155.157,2,4,0,0.4545454545,60,-1.970663286,-1.170787634,0.7998756518
XLOMZPUITCYLMJ-MRVPVSSYSA-N,1.516,254.355,5,3,2,0,94,-3.46,-2.659927303,0.8000726965
NPSSKLWIPCMJBU-UHFFFAOYSA-N,1.66622,309.163,2,4,0,0.6666666667,94,-3.337899154,-2.537783875,0.8001152789
RBOXVHNMENFORY-DNJOTXNNSA-N,1.7251,301.386,1,4,1,0.2727272727,118,-1.652271112,-2.45258975,0.8003186383
RBOXVHNMENFORY-KEMUOJQUSA-N,1.7251,301.386,1,4,1,0.2727272727,118,-2.452589796,-1.652271152,0.8003186445
VHJLVAABSRFDPM-IMJSIDKUSA-N,-0.4322,154.256,3,4,4,0,50,0.081310296,-0.7190274524,0.8003377484
RCODDZKULPFOGG-UHFFFAOYSA-N,1.5459,282.771,2,3,0,0.3157894737,104,-1.442830104,-2.24317718,0.8003470763
XUFQPHANEAPEMJ-UHFFFAOYSA-N,-0.768,337.456,7,6,4,0.25,112,-2.65,-1.84959697,0.8004030302
WIWKLJSVMPRVIK-UHFFFAOYSA-N,0.6783,296.414,6,5,3,0,106,-2.027833389,-1.227099256,0.8007341331
BLISXILRWQPCCP-UHFFFAOYSA-N,2.0746,223.324,5,5,2,0.375,90,-3.928979669,-3.128137485,0.8008421843
PXOZLYJMAQPPEV-UHFFFAOYSA-N,-1.8206,331.84,9,4,1,0.2727272727,126,-2.654637482,-3.455642732,0.8010052505
YZFFIXWTRCZRMX-UHFFFAOYSA-N,-1.8206,331.84,9,4,1,0.2727272727,126,-2.654637482,-3.455642732,0.8010052505
XFCDHFGTGWBPIE-UHFFFAOYSA-N,2.1202,192.306,5,2,2,0.4285714286,78,-2.9659295,-2.164476095,0.8014534052
PVEPNJZYFVEYDT-UHFFFAOYSA-N,4.724,281.871,5,1,0,0.3157894737,108,-4.667573165,-3.86575937,0.8018137947
CKJMHSMEPSUICM-UHFFFAOYSA-N,2.2309,144.238,0,1,0,0,61,-2.113756743,-1.311262618,0.8024941245
IPHNUCBDRMZDOH-ALUHPYBCSA-O,-3.3653,288.799,4,3,2,0,108,-0.822401518,-1.625326654,0.8029251365
NCCJZRNBNATXBI-UHFFFAOYSA-N,5.6125,380.359,5,2,0,0.48,136,-5.449853078,-6.253030643,0.8031775655
WDBNXBYLAMPADA-UHFFFAOYSA-N,1.9174,289.376,9,5,3,0,118,-3.432078746,-2.628085206,0.8039935404
VVAZXWHTJKJOJO-JXMROGBWSA-N,3.1751,298.43,4,2,0,0.2727272727,118,-4.178177274,-3.374090998,0.8040862764
JRLMMJNORORYPO-UHFFFAOYSA-N,2.13429,177.232,1,2,2,0.9166666667,60,-2.540104109,-1.735507567,0.8045965421
DZUOQMBJJSBONO-CQSZACIVSA-N,3.1529,281.355,1,3,1,0.5714285714,108,-3.221882211,-4.026717948,0.8048357367
XCSUFOWHYVRFSD-UHFFFAOYSA-N,4.19942,411.801,11,4,0,0.24,144,-5.340520045,-4.53542652,0.8050935249
REYFJDPCWQRWAA-UHFFFAOYSA-N,2.6949,265.36,5,3,1,0.6,102,-2.5999999,-3.405248696,0.8052487956
QRKPIRZTUBAFCF-UHFFFAOYSA-N,2.0269,231.683,4,3,1,0,84,-2.982871483,-2.177221467,0.8056500157
YPKBVWZHVTZSPU-UHFFFAOYSA-N,1.7537,177.247,3,1,1,0.4615384615,70,-2.134635516,-1.328629307,0.8060062088
ARPYQKTVRGFPIS-UHFFFAOYSA-N,3.822,285.274,3,3,1,0.7142857143,106,-3.905033823,-4.71113385,0.8061000266
LVDKGYHINGQDRF-UHFFFAOYSA-N,3.822,285.274,3,3,1,0.7142857143,106,-3.905033823,-4.71113385,0.8061000266
QPJRVPQZLARJGF-UHFFFAOYSA-N,3.822,285.274,3,3,1,0.7142857143,106,-3.905033823,-4.71113385,0.8061000266
GKQHIYSTBXDYNQ-UHFFFAOYSA-M,1.899,283.887,11,0,0,0.3157894737,110,-1.984793586,-2.790904002,0.8061104162
XKVUYEYANWFIJX-UHFFFAOYSA-N,0.71812,82.106,0,1,1,0.8333333333,32,-0.252278465,0.5538364376,0.8061149026
DWTDGCXSUCRGEH-UHFFFAOYSA-N,3.4699,422.447,7,5,1,0.4,162,-3.905613955,-4.711821731,0.8062077763
RECUKUPTGUEGMW-UHFFFAOYSA-N,2.82402,150.221,1,1,1,0.5454545455,60,-2.0799999,-1.273640633,0.8063592674
MFYJYJNQWAXDNP-UKTHLTGXSA-N,1.0955,263.253,4,6,0,0.3157894737,100,-1.663737204,-2.470101261,0.8063640571
HLWPXRDVZZOLHS-UHFFFAOYSA-N,1.1539,156.229,2,1,0,0,64,-1.331630274,-0.5248732885,0.8067569855
KNZADIMHVBBPOA-UHFFFAOYSA-N,4.346,325.88,8,3,0,0.2727272727,124,-3.940182121,-4.74700804,0.806825919
CAZLTUGTURHFIJ-UHFFFAOYSA-N,2.24352,369.422,4,7,3,0.2307692308,146,-2.347414667,-3.154644054,0.8072293875
IUJDSEJGGMCXSG-ZETCQYMHSA-N,1.3499,242.344,4,3,2,0,90,-3.3599999,-2.552374145,0.8076257549
GRKZBWJKCYATKH-UHFFFAOYSA-N,1.0354,196.139,5,5,0,0,72,-0.159025071,-0.9668618012,0.8078367302
GITPCGSPKUQZTE-UHFFFAOYSA-N,2.978,330.856,9,5,1,0.2727272727,126,-2.956866534,-3.764732393,0.807865859
BXENNERVHQAIAY-UHFFFAOYSA-N,2.9913,219.328,7,2,0,0.375,88,-2.220520147,-3.028453318,0.8079331707
GMUKQAHDARHRTC-UHFFFAOYSA-N,1.2166,211.315,1,2,3,0.4615384615,68,-0.37114184,-1.179085857,0.8079440168
DZAANUYJOGCNLL-UHFFFAOYSA-N,2.6515,206.116,2,1,1,0.5,68,-1.565136202,-2.373088091,0.8079518891
OVTCEDCBXAYKQZ-UHFFFAOYSA-N,0.1533,221.26,1,3,1,0,86,-2.227300197,-1.419229376,0.8080708205
QMSHUERTGDUVNN-GHTWIPNGSA-N,1.2245,385.416,1,7,4,0.2142857143,148,-1.42,-2.228826846,0.8088268459
NWXMGUDVXFXRIG-PMXORCKASA-N,-0.371,444.44,2,9,6,0.1875,170,-2.058981413,-2.868062429,0.8090810164
VUVPNTYTOUGMDG-UHFFFAOYSA-N,-0.3712,160.242,4,2,3,0,58,-0.942306295,-0.1331389053,0.8091673897
LVQRQSCTKFPBSE-UHFFFAOYSA-N,-0.4063,295.76,4,0,1,0.6,106,-3.269539376,-4.078774439,0.8092350631
QEFCQWMDQYETNH-FCVRUTMISA-N,-2.4127,286.244,5,7,2,0.25,110,-2.194285287,-1.384431777,0.8098535097
XKENOTHGZDIXRS-UHFFFAOYSA-N,1.1417,178.22,1,5,0,0.8333333333,60,-2.3599999,-1.549999952,0.8099999477
WJIFKOVZNJTSGO-UHFFFAOYSA-N,2.75752,171.037,0,0,0,0.75,42,-3.52,-2.710000038,0.8099999619
